table_index,origins,gd01,gd02,gd03,gd04,gd05,gd06,gd07,gd08,gd09,gd10,gd11,gd12,gd13,gd14,gd15,gd16,gd17,gd18,gd19,gd20,gd21,gd22,gd23,gd24,gd25,gd26,gd27,gd28,gd29,gd30,gd31,gd32,gd33,gd34,gd35,gd36,gd37,gd38,gd39,gd40,gd41,gd42,gd51,gd52,gd53,gd54,gd55
20,20,325,6,96,91,20,28,4,14,30,5,4,297,31,0,1,1,0,1,299,954,9,4,1,0,0,0,0,0,0,0,0,13,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
21,21,575,9,168,73,10,100,39,58,64,13,11,10,395,7,6,4,2,5,6,9,592,62,25,2,1,0,0,0,0,1,0,0,0,16,32,1,0,0,0,0,0,2,0,0,0,0,0
22,22,383,5,119,109,3,38,9,35,39,6,5,2,29,1,1,2,1,1,2,4,62,3035,17,1,0,0,0,0,0,0,0,4,13,922,213,2,0,0,0,0,0,21,0,0,0,0,0
23,23,229,4,82,50,5,38,30,47,32,7,9,1,307,86,40,6,2,4,1,1,25,17,1519,17,1,0,0,0,0,1,0,0,0,3,184,4,0,0,0,0,0,2,0,0,0,0,0
24,24,442,12,166,52,1,17,18,185,45,8,13,0,8,37,146,8,1,1,1,0,2,1,17,431,7,6,0,0,0,0,0,0,0,1,12,35,5,0,0,0,0,18,0,0,0,0,0
25,25,1636,90,1091,235,19,71,47,197,600,99,99,2,6,56,103,557,125,49,2,0,1,0,1,7,9415,1154,79,6,3,11,1,0,0,0,1,2,48,24,4,2,1,32,0,0,0,0,0
26,26,686,30,439,143,8,42,30,97,240,27,39,1,3,14,33,91,10,11,0,0,0,0,0,6,1154,7708,12,1,0,2,0,0,0,0,1,4,210,28,1,0,0,77,0,0,0,0,0
27,27,1437,83,717,99,8,34,10,65,319,83,63,1,1,5,4,37,430,50,1,0,0,0,0,0,79,12,2781,45,6,10,1,0,0,0,0,0,0,27,31,27,0,14,0,0,0,0,0
28,28,1225,61,515,57,8,23,18,62,216,48,114,1,1,2,3,12,41,187,0,0,0,0,0,0,6,1,45,1752,377,237,2,0,0,0,0,0,0,1,14,145,2,3,0,0,0,0,0
29,29,858,44,264,114,4,14,8,38,94,20,53,0,0,1,1,3,5,90,0,0,0,0,0,0,3,0,6,377,7503,92,21,0,0,0,0,0,0,0,4,375,35,10,0,0,0,0,0
30,30,2233,105,811,190,12,54,35,178,405,81,293,1,3,8,5,16,25,2063,0,0,1,0,1,0,11,2,10,237,92,4622,235,0,0,0,0,0,0,1,3,15,24,2,0,0,0,0,0
31,31,1013,44,272,91,4,10,3,39,99,19,62,0,0,0,1,2,2,120,0,0,0,0,0,0,1,0,1,2,21,235,1553,0,0,0,0,0,0,0,0,2,44,0,0,0,0,0,0
32,32,158,3,49,32,5,7,1,8,13,3,3,21,1,0,0,0,1,0,197,13,0,4,0,0,0,0,0,0,0,0,0,3328,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,68,1,19,327,1,7,1,4,6,1,1,9,1,0,0,0,0,0,21,1,0,13,0,0,0,0,0,0,0,0,0,14,1222,100,0,0,0,0,0,0,0,5,0,0,0,0,0
34,34,297,4,82,636,2,42,11,28,35,5,4,4,20,1,1,1,1,1,5,11,16,922,3,1,0,0,0,0,0,0,0,11,100,12731,62,1,0,0,0,0,0,96,0,0,0,0,0
35,35,237,5,86,164,3,30,25,51,28,8,7,2,50,8,9,5,2,3,2,1,32,213,184,12,1,1,0,0,0,0,0,0,0,62,14200,37,0,0,0,0,0,58,0,0,0,0,0
36,36,215,6,81,100,1,4,5,72,16,3,4,0,3,3,34,1,0,1,0,0,1,2,4,35,2,4,0,0,0,0,0,0,0,1,37,268,1,0,0,0,0,55,0,0,0,0,0
37,37,347,14,216,254,1,6,4,42,83,7,9,0,0,2,17,11,1,2,0,0,0,0,0,5,48,210,0,0,0,0,0,0,0,0,0,1,973,3,0,0,0,95,0,0,0,0,0
38,38,340,16,205,46,1,3,1,20,67,6,7,0,1,0,1,5,6,4,0,0,0,0,0,0,24,28,27,1,0,1,0,0,0,0,0,0,3,1537,5,4,0,33,0,0,0,0,0
39,39,816,53,394,823,4,20,3,60,126,30,31,0,0,1,1,6,10,21,1,0,0,0,0,0,4,1,31,14,4,3,0,0,0,0,0,0,0,5,3448,27,0,426,0,0,0,0,0
40,40,826,41,352,170,3,14,5,34,115,24,40,0,0,1,1,5,10,40,0,0,0,0,0,0,2,0,27,145,375,15,2,0,0,0,0,0,0,4,27,8010,5,24,0,0,0,0,0
41,41,737,37,182,603,1,8,2,25,47,12,30,0,0,0,0,1,1,34,0,0,0,0,0,0,1,0,0,2,35,24,44,0,0,0,0,0,0,0,0,5,1414,1,0,0,0,0,0
42,42,1038,48,501,22,3,22,13,82,151,28,32,1,4,3,12,8,7,13,2,0,2,21,2,18,32,77,14,3,10,2,0,0,5,96,58,55,95,33,426,24,1,52840,0,0,0,0,0
43,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
